alias_name,price,commented,screen_size,cost_efficient,performance,endurance,appearance,camera_performance,days,ba_cap,ram,rom
华为 Mate 30E P,5799,0,6.53,0,0,0,0,0,31,4500,8,256
华为 Mate 30E Pro,5299,0,6.53,0,0,0,0,0,31,4500,8,128
华为 Mate 40,5499,11,6.5,9,9,8,8,8,0,4200,8,256
华为 Mate X,2199,168,5.9,8,6,8,8,9,1137,4000,6,128
华为 Mate30E Pro,5299,0,6.53,0,0,0,0,0,31,4500,8,128
华为 Mate40RS保时捷,13999,16,6.76,9,9,8,8,9,31,4400,12,512
华为 Mate50,0,0,,0,0,0,0,0,0,0,0,0
华为 Mate50 Pro,0,0,6.88,0,0,0,0,0,0,4500,0,0
华为 Mate50 Pro+,0,0,6.88,0,0,0,0,0,0,4500,0,0
华为 Mate50 RS保时捷版,0,0,6.88,0,0,0,0,0,0,4500,0,0
华为 Matev,0,0,,0,0,0,0,0,334,0,6,64
华为 Nova 5,2188,4,6.39,0,0,0,0,0,499,3500,8,128
华为 Nova 5 Pro,2899,34,6.39,8,8,8,9,7,548,3500,8,256
华为 Nova 5i,1999,11,6.4,5,6,7,6,5,528,4000,8,128
华为 P30青春版,0,0,6.15,0,0,0,0,0,699,3240,6,64
华为 P40,4988,14,6.1,8,9,8,9,9,236,3800,8,256
华为 P50 Pro,0,0,,0,0,0,0,0,0,5300,6,64
华为 P50 Pro+,0,0,,0,0,0,0,0,0,5300,6,64
华为 PAR-AL00,1449,121,6.3,7,7,7,7,7,883,3750,6,64
华为 RNE-AL00,999,58,5.9,6,6,6,7,6,1186,3340,4,64
华为 Rhone,999,58,5.9,6,6,6,7,6,1186,3340,4,64
华为 SNE-AL00,2199,12,6.3,6,6,7,6,7,821,3750,6,64
华为 TNN-AN00,2399,0,6.8,0,0,0,0,0,121,4300,8,128
华为 Y3,0,0,5.0,0,0,0,0,0,1429,2200,1,8
华为 Y5,0,0,5.0,0,0,0,0,0,1429,3000,2,16
华为 Y5P,960,0,5.45,0,0,0,0,0,213,3020,2,32
华为 Y6 2018款,0,0,5.7,0,0,0,0,0,1064,3000,2,16
华为 Y6P,1270,0,6.3,0,0,0,0,0,213,5000,3,64
华为 Y7P,0,0,6.39,0,0,0,0,0,334,4000,4,64
华为 Y8P,0,0,6.3,0,0,0,0,0,395,4000,6,64
华为 Y8S,0,0,6.5,0,0,0,0,0,213,4000,4,64
华为 Y9a,0,0,6.63,0,0,0,0,0,90,4300,6,128
华为 mateV,0,0,,0,0,0,0,0,334,0,6,64
华为 matev,0,0,,0,0,0,0,0,334,0,6,64
华为 nova 5i Pro,2399,8,6.26,6,8,7,5,6,518,4000,8,256
华为 nova7 Pro,4099,27,6.57,8,10,8,9,9,216,4000,8,0
华为 nova7 SE,3199,18,6.5,9,9,8,8,8,216,4000,8,256
华为 nova7SE活力版,2299,18,6.5,9,9,8,8,8,45,4000,8,128
华为 nova7华为6400万后置四摄,3399,17,6.53,9,10,10,9,8,216,4000,8,256
华为 nova8,0,0,6.5,0,0,0,0,0,334,4000,0,0
华为 nova8 Pro,0,0,6.5,0,0,0,0,0,334,4000,0,0
华为 nova8 SE,2699,14,6.53,8,8,9,9,8,19,3800,8,128
华为 p20 lite,0,0,5.84,0,0,0,0,0,699,3000,4,64
华为 p30,4288,254,6.1,9,10,8,9,9,609,3650,8,64
华为 p50,0,1,,6,6,6,6,6,0,5300,6,64
华为 p50 Pro,0,0,,0,0,0,0,0,0,5300,6,64
华为 p50 Pro+,0,0,,0,0,0,0,0,0,5300,6,64
华为 y7p,0,0,6.39,0,0,0,0,0,334,4000,4,64
华为 畅,2299,23,6.5,9,9,9,9,8,159,4000,8,128
华为 畅享20,2299,23,6.6,9,9,9,9,8,81,5000,8,128
华为 畅享20 Plus,2499,20,6.63,8,9,9,8,8,81,4200,8,128
华为 畅享20 pro,2299,23,6.5,9,9,9,9,8,159,4000,8,128
华为 畅享20Plus,2499,20,6.63,8,9,9,8,8,81,4200,8,128
华为 荣耀 X,0,0,5.93,0,0,0,0,0,1064,3340,4,64
华为4800万高感光夜拍,1699,2,6.5,9,9,10,8,8,182,4000,6,64
华为5G,3399,17,6.53,9,10,10,9,8,216,4000,8,256
华为5G SoC,4099,27,6.57,8,10,8,9,9,216,4000,8,0
华为5G SoC芯片,2999,17,6.53,9,10,10,9,8,216,4000,8,128
华为5G双模,2199,2,6.5,9,9,10,8,8,182,4000,8,128
华为6.8英寸,2399,0,6.8,0,0,0,0,0,121,4300,8,128
华为6400万后置四摄,2999,17,6.53,9,10,10,9,8,216,4000,8,128
华为CND-AN00,2299,18,6.5,9,9,8,8,8,45,4000,8,128
华为MATE 20保时捷版,7188,9,6.39,10,10,10,8,10,744,4200,8,512
华为MATE 30保时捷版,12999,23,6.53,9,9,9,9,9,395,4500,12,512
华为Ma,12999,9,6.53,9,9,9,9,9,395,4500,8,512
华为Mate 20,3599,206,6.53,9,10,9,9,9,766,4200,8,64
华为Mate 20 X,3999,180,7.2,10,10,9,10,9,766,5000,8,256
华为Mate 20 X 5G版,4999,35,7.2,8,9,8,8,9,472,4200,8,256
华为Mate 20MAX,0,1,7.0,0,0,0,0,0,1064,4200,8,256
华为Mate 20Pro,3988,206,6.39,9,10,9,9,9,766,4200,8,128
华为Mate 30 Lite,0,1,7.0,3,6,8,6,5,456,4200,10,0
华为Mate 40 Pro,7999,19,6.76,9,9,8,9,8,31,4400,8,512
华为Mate 40 Pro+,8999,17,6.76,9,9,9,8,9,31,4400,12,256
华为Mate20,3299,193,6.53,9,10,9,8,9,766,4000,6,64
华为Mate20MAX,0,1,7.0,0,0,0,0,0,1064,4200,8,256
华为Mate20X,3999,180,7.2,10,10,9,10,9,766,5000,8,256
华为Mate20X5G版,4999,35,7.2,8,9,8,8,9,472,4200,8,256
华为Mate30 Lite,0,1,7.0,3,6,8,6,5,456,4200,10,0
华为Mate30 Pro青春版,5799,0,6.53,0,0,0,0,0,31,4500,8,256
华为Mate40 Pro,7999,19,6.76,9,9,8,9,8,31,4400,8,512
华为Mate40 Pro+,8999,17,6.76,9,9,9,8,9,31,4400,12,256
华为Mate40保时捷,13999,16,6.76,9,9,8,8,9,31,4400,12,512
华为Mate50,0,0,,0,0,0,0,0,0,0,0,0
华为Mate50Pro,0,0,6.88,0,0,0,0,0,0,4500,0,0
华为Mate50Pro+,0,0,6.88,0,0,0,0,0,0,4500,0,0
华为Mate50RS,0,0,6.88,0,0,0,0,0,0,4500,0,0
华为Nova青春版,1008,75,5.2,6,4,6,8,7,1347,3000,4,64
华为P Smart 2019,0,0,6.2,0,0,0,0,0,1064,3400,3,64
华为P Smart 2021,1600,0,6.67,0,0,0,0,0,334,5000,4,128
华为P Smart Z,0,0,6.5,0,0,0,0,0,699,4000,4,64
华为P20 Plus,5288,152,6.1,8,8,8,8,9,963,4000,8,64
华为P30,4288,254,6.1,9,10,8,9,9,609,3650,8,64
华为P40 Pro,7388,19,6.58,8,9,8,10,10,236,4200,8,512
华为P40 Pro Plus,8888,22,6.58,9,9,9,9,10,182,4200,8,512
华为P40Pro,5988,19,6.58,8,9,8,10,10,236,4200,8,128
华为P50,0,0,,0,0,0,0,0,0,5300,6,64
华为P50 Pr,0,0,,0,0,0,0,0,0,5300,6,64
华为Y7 Pro 2019,0,0,6.26,0,0,0,0,0,0,4000,3,32
华为Y9a,0,0,6.63,0,0,0,0,0,90,4300,6,128
华为m,16999,20,8.0,9,10,9,9,9,0,4500,8,512
华为mate,16999,41,8.0,8,10,8,9,8,381,4500,8,512
华为mateX2,0,0,8.0,0,0,0,0,0,0,4500,0,0
华为nova 8,0,0,6.5,0,0,0,0,0,334,4000,0,0
华为nova 8 Pro,0,0,6.5,0,0,0,0,0,334,4000,0,0
华为nova 8 SE,2699,14,6.53,8,8,9,9,8,19,3800,8,128
华为nova4,2699,144,6.4,9,8,8,9,9,704,3750,8,128
华为nova6,2999,24,6.57,9,9,8,8,7,354,4200,8,128
华为p30 pro,5288,150,6.47,8,9,9,9,10,609,4200,8,512
华为畅享 9S,1399,4,6.21,7,6,7,8,6,640,3400,6,64
华为畅享 MAX,1699,13,7.12,7,7,8,7,6,777,5000,4,64
华为畅享9,1149,24,6.26,8,3,8,8,6,730,4000,4,64
华为畅享9 Plus,1799,144,6.5,8,7,8,8,7,772,4000,6,64
华为畅享9Plus,1799,144,6.5,8,7,8,8,7,772,4000,6,64
华为畅享9e,999,4,6.087999999999999,7,5,4,7,5,640,3020,3,32
华为畅享MAX,1699,13,7.12,7,7,8,7,6,777,5000,4,64
华为畅享Z 5G,1699,2,6.5,9,9,10,8,8,182,4000,6,64
华为畅想10e,1199,17,6.3,7,8,9,5,4,270,5000,4,64
华为高感光夜拍,1899,2,6.5,9,9,10,8,8,182,4000,6,128
华为麒麟820芯片,3199,18,6.5,9,9,8,8,8,216,4000,8,256
华为麦芒8,1599,6,6.21,8,8,7,8,7,548,3400,6,128
华硕 ZB633KL,0,0,6.0,0,0,0,0,0,760,4500,4,32
华硕 ZC600KL,0,1,6.0,0,0,0,0,0,1064,3300,3,32
华硕 ZenFone 5Q,0,1,6.0,0,0,0,0,0,1064,3300,3,32
华硕 ZenFone7,5600,0,6.67,0,0,0,0,0,334,5000,8,128
华硕 ZenFone7 Pro,6600,0,6.67,0,0,0,0,0,334,5000,8,256
华硕ROG,13899,2,6.59,9,10,10,7,8,90,6000,16,512
华硕ROG游戏手机3,13899,2,6.59,9,10,10,7,8,90,6000,16,512
双屏5G,0,0,6.26,0,0,0,0,0,0,3800,6,64
双面玻璃,749,0,6.3,0,0,0,0,0,487,4000,6,64
国美 L11,99,1,2.4,8,5,6,6,2,944,2000,0,0
国美 声纹识别手机,598,134,5.99,9,5,7,6,6,944,3500,4,64
坚果 5G,6499,16,6.67,8,10,8,9,9,60,4510,8,512
坚果 Pro 4,0,0,6.39,0,0,0,0,0,0,0,0,0
坚果Pro 4,0,0,6.39,0,0,0,0,0,0,0,0,0
坚果Pro4,0,0,6.39,0,0,0,0,0,0,0,0,0
坚果r2,6499,16,6.67,8,10,8,9,9,60,4510,8,512
夏普 B10,0,0,5.7,0,0,0,0,0,1064,4000,3,32
夏普 FS8010,0,0,5.5,0,0,0,0,0,1429,0,4,64
夏普 FS8015,0,0,6.0,0,0,0,0,0,1064,3200,6,64
夏普 机器人手机,0,1,2.0,0,0,0,0,0,0,1700,0,0
夏普AQUOS R3,0,0,6.2,0,0,0,0,0,699,3200,6,128
夏普AQUOS Sense 3,0,0,,0,0,0,0,0,699,0,0,0
夏普Aquos v,1600,0,5.93,0,0,0,0,0,699,3090,4,64
夏普Aquos zero2,0,1,6.4,2,8,8,8,8,699,3130,8,256
夏普aquos zero2,0,1,6.4,2,8,8,8,8,699,3130,8,256
多亲1s+,499,0,2.8,0,0,0,0,0,640,1480,0,4
多亲AI助手,499,0,5.05,0,0,0,0,0,456,2100,0,32
多亲QF9,299,0,2.4,0,0,0,0,0,609,1820,0,4
多亲Qin2,499,0,5.05,0,0,0,0,0,456,2100,0,32
多亲Qin2 Pro,599,2,5.05,8,6,6,7,6,426,2100,2,32
大神 Note3高配版,750,303,5.5,7,2,7,7,7,1795,3000,3,32
天机10pro,4999,23,6.47,8,9,7,8,8,518,4000,8,256
天机11,2998,20,6.47,0,0,0,0,0,274,4000,8,256
天机7 Max,666,18,6.0,7,4,8,8,8,1488,4100,4,64
天机9pro,3288,12,6.21,6,6,6,6,6,821,4000,8,64
天机Axon 11,2998,20,6.47,0,0,0,0,0,274,4000,8,256
天语 8848 Note5,669,0,5.72,0,0,0,0,0,1005,2650,3,32
天语 K7,299,0,5.0,0,0,0,0,0,456,2000,3,16
天语 LD2,699,0,5.5,0,0,0,0,0,395,4000,3,32
天语 N1C,168,0,2.4,0,0,0,0,0,487,1400,0,0
天语 Q9,168,0,2.4,0,0,0,0,0,395,600,0,0
天语 T91,159,0,2.4,0,0,0,0,0,1064,1000,0,0
天语 T91c,219,0,2.4,0,0,0,0,0,1064,1000,0,0
天语 V9,219,0,2.4,0,0,0,0,0,426,1700,1,4
天语 V9C,269,0,2.4,0,0,0,0,0,426,1700,1,4
天语HD1,599,0,5.7,0,0,0,0,0,456,3000,6,64
天语LD1,499,1,5.5,2,2,2,2,2,365,5300,3,32
天语N1S,359,0,2.4,0,0,0,0,0,365,2200,0,4
天语Q21电信版,129,1,1.8,0,0,0,0,0,1064,800,0,0
天语Q31,128,0,2.4,0,0,0,0,0,1033,4000,0,0
天语Q31电信版,158,1,2.4,0,0,0,0,0,1033,4000,0,0
天语Q6,319,0,2.4,0,0,0,0,0,426,4000,0,0
天语SOS,299,0,2.4,0,0,0,0,0,518,2000,0,4
天语T2A,89,0,2.4,0,0,0,0,0,1429,800,0,0
天语T91,219,1,2.4,0,0,0,0,0,1064,1000,0,0
天语X21,699,0,5.84,0,0,0,0,0,1064,0,3,64
天语X25,699,0,6.26,0,0,0,0,0,426,3900,6,64
天语微信,299,0,2.4,0,0,0,0,0,518,2000,0,4
守护宝CV19,199,0,2.4,0,0,0,0,0,1309,1000,0,0
富士通 F51A,0,0,6.7,0,0,0,0,0,334,4070,8,128
尊享版 酷派 S1,619,73,5.5,8,9,8,8,8,1446,4070,4,64
小仙女,2168,21,6.39,8,8,8,8,8,517,4030,8,256
小屏版小米mix,2299,155,5.99,6,6,5,6,5,1186,3400,8,128
小格雷S0,518,3,5.0,8,7,7,8,6,1674,3000,2,16
小牛9,1558,46,5.7,5,5,5,5,5,956,3450,6,64
小米 10 Lite国际版,2599,23,6.57,8,9,6,8,7,214,4160,8,64
小米 10TPro,0,0,6.67,0,0,0,0,0,0,5000,8,128
小米 10至尊纪念版,6999,15,6.67,9,10,9,8,8,106,4500,8,512
小米 11,0,0,6.67,0,0,0,0,0,0,4500,0,0
小米 11Pro,0,0,6.67,0,0,0,0,0,0,4500,0,0
小米 6s Plus,0,4,5.7,6,6,6,5,6,1064,0,0,0
小米 9透明版,3588,17,6.39,7,8,7,8,8,649,3300,12,256
小米 Beryllium,0,0,,0,0,0,0,0,1064,0,0,0
小米 CC9,2168,21,6.39,8,8,8,8,8,517,4030,8,64
小米 CC9 e,1408,8,6.087999999999999,5,5,6,8,5,517,4030,6,64
小米 CC9Pro,3199,23,6.47,8,9,9,8,9,395,5260,8,256
小米 M1805E10A,0,0,,0,0,0,0,0,1064,0,0,0
小米 M1808D2TE,1299,46,6.26,7,6,6,7,7,803,3350,6,64
小米 M1901F9T/E,1099,14,6.26,7,6,6,6,6,640,4000,4,64
小米 Max 3代,1799,91,6.9,6,5,6,5,5,883,5500,6,128
小米 P,0,0,,0,0,0,0,0,1064,0,0,0
小米 POCO M2Pro,0,0,6.67,0,0,0,0,0,146,5020,4,64
小米 POCO X3,2172,0,6.67,0,0,0,0,0,0,5160,6,64
小米 POCO X3Pro,0,0,6.67,0,0,0,0,0,0,5160,0,0
小米 POCOM3,0,0,6.53,0,0,0,0,0,0,6000,4,64
小米 POCOX3,2172,0,6.67,0,0,0,0,0,0,5160,6,64
小米 POCOm,0,0,6.53,0,0,0,0,0,0,6000,4,64
小米 cc10,0,0,,0,0,0,0,0,334,0,0,0
小米 红米Note 7,999,124,6.3,7,6,7,7,7,685,4000,3,32
小米10 5G,4429,25,6.67,9,9,8,7,8,334,4780,8,256
小米10 LPDDR5,4429,25,6.67,9,9,8,7,8,334,4780,8,256
小米10 Lite,0,0,,0,0,0,0,0,334,0,0,0
小米10 Pro,5999,28,6.67,8,9,8,7,8,334,4500,8,512
小米10Lite,0,0,,0,0,0,0,0,334,0,0,0
小米10Pro,5999,28,6.67,8,9,8,7,8,334,4500,8,512
小米10T,0,0,6.67,0,0,0,0,0,0,5000,6,128
小米10TPro,0,0,6.67,0,0,0,0,0,0,5000,8,128
小米10Tlite,0,0,6.67,0,0,0,0,0,0,4820,6,64
小米10t,0,0,6.67,0,0,0,0,0,0,5000,6,128
小米10t lite,0,0,6.67,0,0,0,0,0,0,4820,6,64
小米10至尊纪念版,6999,15,6.67,9,10,9,8,8,106,4500,8,512
小米11,0,0,6.67,0,0,0,0,0,0,4500,0,0
小米11pro,0,0,6.67,0,0,0,0,0,0,4500,0,0
小米50倍变焦,2599,23,6.57,8,9,6,8,7,214,4160,8,64
小米5x国际版,0,3,5.5,6,4,5,5,6,1064,3080,4,0
小米6,2698,250,6.39,9,9,8,9,9,668,3300,6,128
小米6S,0,0,5.5,0,0,0,0,0,1064,4000,8,128
小米8屏下指纹版,1299,46,6.26,7,6,6,7,7,803,3350,6,64
小米9,2698,250,6.39,9,9,8,9,9,668,3300,6,128
小米9探索尊享版,3588,17,6.39,7,8,7,8,8,649,3300,12,256
小米9高配版,2998,250,6.39,9,9,8,9,9,649,3300,8,256
小米Android One手机,0,3,5.5,6,4,5,5,6,1064,3080,4,0
小米CC9,2168,21,6.39,8,8,8,8,8,517,4030,8,64
小米CC9e,1408,8,6.087999999999999,5,5,6,8,5,517,4030,6,64
小米MIX 2,0,16,6.4,7,9,7,8,7,1064,4000,6,128
小米MIX 3,3699,165,6.39,9,9,7,8,8,760,3200,8,128
小米MIX 4,0,0,,0,0,0,0,0,334,0,12,0
小米MIX EVO,2299,155,5.99,6,6,5,6,5,1186,3400,8,128
小米Nano,2299,155,5.99,6,6,5,6,5,1186,3400,8,128
小米POCO,0,0,6.087999999999999,0,0,0,0,0,517,4030,6,128
小米POCO F2 Lite,0,0,6.087999999999999,0,0,0,0,0,517,4030,6,128
小米Play,1289,123,5.84,8,7,7,9,7,707,3000,6,64
小米九高配版,2998,250,6.39,9,9,8,9,9,649,3300,8,256
小米小仙女,2168,21,6.39,8,8,8,8,8,517,4030,8,256
小辣椒11,769,0,6.53,0,0,0,0,0,121,4000,8,128
小辣椒P60,899,0,5.86,0,0,0,0,0,426,3000,6,128
小辣椒T51,399,0,5.5,0,0,0,0,0,913,2500,3,32
小辣椒红辣椒7R,499,1,6.0,6,5,5,6,5,699,3050,3,32
小辣椒红辣椒7S,588,0,5.85,0,0,0,0,0,791,3050,4,64
小辣椒红辣椒8A,499,0,6.0,0,0,0,0,0,426,3000,3,32
小辣椒红辣椒8X,649,2,6.2,3,3,3,5,3,609,3400,4,64
小辣椒红辣椒8X Pro,799,0,6.2,0,0,0,0,0,579,3400,6,64
小辣椒红辣椒8i,999,0,6.3,0,0,0,0,0,365,4000,8,128
小辣椒红辣椒9x,898,3,5.86,7,6,6,7,5,426,3000,8,128
小辣椒红辣椒Note5X,899,2,5.99,0,0,0,0,0,944,3850,6,64
小辣椒红辣椒Q11,389,0,5.0,0,0,0,0,0,913,2000,3,32
小辣椒红辣椒Q20,399,0,5.5,0,0,0,0,0,668,2800,2,16
小辣椒红辣椒R15,1299,1,6.2,8,6,6,8,8,852,3000,6,128
尼凯恩 EN5,89,0,2.8,0,0,0,0,0,1398,1000,0,0
尼凯恩 EN6,139,0,2.4,0,0,0,0,0,1309,1100,0,0
尼凯恩 EN8,79,0,2.4,0,0,0,0,0,1674,0,0,0
尼凯恩 EN8 PLUS,0,0,,0,0,0,0,0,0,0,0,0
尼凯恩 EN8C,119,0,2.4,0,0,0,0,0,1674,0,0,0
尼凯恩 W2018,158,0,2.8,0,0,0,0,0,944,2080,0,0
巨象手机,0,1,5.5,8,8,8,8,8,1429,3970,3,32
带鱼屏手机,0,0,5.7,0,0,0,0,0,699,2800,4,64
征服EX防爆手机,1988,0,3.0,0,0,0,0,0,334,3700,3,32
征服F2,6888,0,3.0,0,0,0,0,0,334,3700,3,32
征服S11,3588,0,5.0,0,0,0,0,0,791,7000,6,64
征服S12,3388,0,5.99,0,0,0,0,0,640,8000,6,64
征服S16,5988,0,6.3,0,0,0,0,0,334,6000,8,256
征服S16防爆,5988,0,6.3,0,0,0,0,0,334,6000,8,256
征服S18,2988,0,5.7,0,0,0,0,0,243,9000,6,128
征服S19,3988,0,5.7,0,0,0,0,0,334,9000,6,128
征服S19对讲,3988,0,5.7,0,0,0,0,0,334,9000,6,128
征服S6,2388,0,5.0,0,0,0,0,0,883,5000,3,32
征服S8,3398,0,5.0,0,0,0,0,0,699,6000,6,64
征服S9,5988,0,5.5,0,0,0,0,0,883,6000,6,64
征服卫星电话,6888,0,3.0,0,0,0,0,0,334,3700,3,32
微软 Surface,0,0,5.6,0,0,0,0,0,90,3577,0,0
微软 Surface D,10243,0,5.6,0,0,0,0,0,90,3577,6,128
微软 Surface Light,0,0,,0,0,0,0,0,699,0,4,128
微软 surface ligh,0,0,,0,0,0,0,0,699,0,4,128
摩托 E5,0,0,,0,0,0,0,0,1064,0,0,0
摩托 E5 Play,0,0,5.2,0,0,0,0,0,1064,2800,2,16
摩托 E5 Plus,1299,4,6.0,6,5,7,6,6,852,5000,4,64
摩托 G6,599,4,5.7,3,2,3,5,3,944,3000,4,64
摩托 G6 Play,0,0,5.7,0,0,0,0,0,1064,0,0,0
摩托 G6 Plus,0,0,5.93,0,0,0,0,0,1064,0,6,0
摩托 Z3 Play,0,5,6.0,4,3,4,4,4,1064,3000,4,64
摩托 Z4,0,1,6.4,0,0,0,0,0,579,3600,4,128
摩托 Z4 Forece,0,0,6.4,0,0,0,0,0,699,3600,8,128
摩托 Z4 Play,0,0,6.22,0,0,0,0,0,1064,3000,4,64
摩托 one vision,1398,20,6.34,0,0,0,0,0,518,3500,6,128
摩托 青柚2,599,4,5.7,3,2,3,5,3,944,3000,4,64
摩托罗拉,12499,2,6.2,10,9,9,9,9,90,2800,8,256
摩托罗拉 E5 Plus,1299,4,6.0,6,5,7,6,6,852,5000,4,64
摩托罗拉 E6,0,0,5.44,0,0,0,0,0,699,3000,2,32
摩托罗拉 E6 PLUS,0,0,6.1,0,0,0,0,0,699,3000,2,32
摩托罗拉 E6 play,0,0,6.4,0,0,0,0,0,1064,4500,4,64
摩托罗拉 E7,940,0,6.5,0,0,0,0,0,0,4000,2,32
摩托罗拉 E7 Plus,1925,0,6.5,0,0,0,0,0,0,5000,4,64
摩托罗拉 G,2348,0,6.7,0,0,0,0,0,0,5000,4,64
摩托罗拉 G7,0,1,6.2,5,5,5,6,6,699,3000,4,64
摩托罗拉 G7 Play,0,0,5.7,0,0,0,0,0,699,3000,2,32
摩托罗拉 G7 Plus,1199,20,6.24,5,5,7,7,8,609,3000,6,128
摩托罗拉 G7 Power,0,1,6.2,0,0,0,0,0,699,5000,4,64
摩托罗拉 G8,0,0,,0,0,0,0,0,0,0,0,0
摩托罗拉 G9,0,0,6.81,0,0,0,0,0,0,5000,4,128
摩托罗拉 G9 Power,1565,0,6.8,0,0,0,0,0,0,6000,4,128
摩托罗拉 ONE MACRO,0,0,6.1,0,0,0,0,0,699,3000,2,32
摩托罗拉 One Hyper,4059,0,6.5,0,0,0,0,0,699,4000,4,128
摩托罗拉 P30,1099,20,6.2,5,6,6,6,5,852,3000,6,64
摩托罗拉 P30 Note,899,5,6.2,7,6,8,6,6,821,5000,6,64
摩托罗拉 P30 Play,735,1,5.86,2,5,3,6,3,852,3000,4,64
摩托罗拉 P40,0,0,6.2,0,0,0,0,0,699,4132,6,64
摩托罗拉 RaSr 2018,0,0,5.8,0,0,0,0,0,1064,0,0,0
摩托罗拉 Razr,0,5,6.2,7,4,7,7,3,334,2510,6,128
摩托罗拉 Razr2,12499,2,6.2,10,9,9,9,9,90,2800,8,256
摩托罗拉 新版V3,0,0,,0,0,0,0,0,1064,0,0,0
摩托罗拉G 5G Plus,2766,0,6.4,0,0,0,0,0,152,5000,4,64
摩托罗拉ONE VISION,1398,20,6.34,0,0,0,0,0,518,3500,6,128
摩托罗拉Z4 Play,0,0,6.22,0,0,0,0,0,1064,3000,4,64
改变者S1,819,73,5.5,8,9,8,8,8,1446,4070,6,64
新AXON天机,1159,139,5.5,7,8,7,8,8,1674,3250,4,64
朵唯 6s,598,0,5.71,0,0,0,0,0,426,3000,6,64
朵唯 D9 Pro,899,0,6.41,0,0,0,0,0,456,4000,6,64
朵唯 朵喵喵,599,2,5.2,1,1,2,2,1,1156,2900,4,64
朵唯D11,899,0,6.3,0,0,0,0,0,365,4000,6,128
朵唯x1,399,0,2.8,0,0,0,0,0,518,2000,2,16
朵唯抖音,699,0,2.8,0,0,0,0,0,487,2000,1,8
柔宇 柔派2,11588,0,7.8,0,0,0,0,0,90,4450,8,512
柔宇5G折叠屏手机,11588,0,7.8,0,0,0,0,0,90,4450,8,512
标准版 酷派 S1,819,73,5.5,8,9,8,8,8,1446,4070,6,64
格力 G0335D,0,5,5.99,4,4,6,5,4,1064,3160,4,64
格力 G0345D,0,5,5.99,4,4,6,5,4,1064,3160,4,64
格力手机三代,0,5,5.99,4,4,6,5,4,1064,3160,4,64
欧奇G13,279,0,5.0,0,0,0,0,0,1339,2000,1,8
欧奇P10,399,0,5.7,0,0,0,0,0,1064,4000,2,16
欧奇P6 Pro,2399,0,5.5,0,0,0,0,0,1125,10000,4,64
欧奇P9,999,0,5.0,0,0,0,0,0,1309,4000,3,32
欧奇W2017,999,0,4.0,0,0,0,0,0,1156,2000,2,16
欧奇k10,2999,1,6.0,5,3,8,5,5,821,10000,6,128
水滴屏,749,0,6.3,0,0,0,0,0,487,4000,6,64
海,1899,21,6.01,6,7,7,6,7,777,3300,6,128
海信,1799,51,5.84,6,6,6,9,6,182,4000,4,64
海信 H11,618,5,5.99,4,3,5,6,5,1156,3400,4,32
海信 HLT,1699,20,5.84,6,6,6,8,6,215,4000,4,64
海信 HLTE200T,469,2,5.99,3,2,3,6,4,1125,3000,3,32
海信 HLTE202N,1499,20,5.84,9,9,10,9,8,426,4000,4,64
海信 HLTE213T,1399,1,6.22,0,0,0,0,0,760,4500,4,64
海信 HLTE300T,618,5,5.99,4,3,5,6,5,1156,3400,4,32
海信 HLTE311T,1649,1,6.18,8,8,8,8,8,760,4000,4,128
海信 HLTE510T,1499,7,5.84,4,5,3,5,4,913,3020,6,128
海信 HLTE700T,1899,21,6.01,6,7,7,6,7,777,3300,6,128
海信 LA872D,1899,21,6.01,6,7,7,6,7,777,3300,6,128
海信 哈利,618,5,5.99,4,3,5,6,5,1156,3400,4,32
海信 威加,1699,3,5.99,8,6,6,6,4,974,3400,6,128
海信 彩墨屏阅读手机,1699,20,5.84,6,6,6,8,6,215,4000,4,64
海信 阅读手机A5,1499,20,5.84,9,9,10,9,8,426,4000,4,64
海信 阅读手机A5 Pro CC版,1999,51,5.84,6,6,6,9,6,182,4000,6,128
海信 阅读手机A5 ProCC,1799,51,5.84,6,6,6,9,6,182,4000,4,64
海信 阅读手机A5 Pro经典版,1999,51,5.84,6,6,6,9,6,182,4000,6,128
海信A5,1499,20,5.84,9,9,10,9,8,426,4000,4,64
海信A5C,1699,20,5.84,6,6,6,8,6,215,4000,4,64
海信A5Pro,1999,51,5.84,6,6,6,9,6,182,4000,6,64
海信A6,1899,21,6.01,6,7,7,6,7,777,3300,6,128
海信A6L,2799,20,6.53,9,9,9,9,9,426,3800,6,64
海信A6l,2799,20,6.53,9,9,9,9,9,426,3800,6,64
海信U30,0,0,,5,6,6,5,5,0,0,0,0
海信全网通手机,1899,20,6.517,8,8,9,8,8,0,5000,6,256
海信双屏手机A6L,2799,20,6.53,9,9,9,9,9,426,3800,6,64
海信四摄手机,1899,20,6.517,8,8,9,8,8,0,5000,6,256
海信小海豚3,648,1,6.2170000000000005,0,0,0,0,0,730,4500,4,32
海信金刚4,1399,1,6.22,0,0,0,0,0,760,4500,4,64
海信金刚4 PRO,1649,1,6.18,8,8,8,8,8,760,4000,4,128
海信金刚8000,0,0,,8,8,8,8,9,0,0,0,0
独影天幕 SH800投影手机,3099,2,5.5,5,5,4,6,4,1278,4500,3,64
独影天幕 SH808投影手机,3099,0,5.0,0,0,0,0,0,730,4700,4,64
电信版新一代锋尚,499,177,5.5,5,6,5,6,6,2040,2500,2,8
